UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
12325;109;2ul10;6;Po3 M13;Po3 M13 95-100 28;95-100;100;100;Corbula gibba;;;;NA;NA;NA;0.100;0.025;0.093;0.029;0.010;0.040;0.016;0.086;0.4;3577;2112;1544;1515;1020;408;485;692;11355;3714;373;2355;58;1614;151;2164;1683;229;48;1154;12;448;546;18;729;9;62;left
12326;48;2ul10;6;Po3 M13;Po3 M13 95-100 29;95-100;100;100;Corbula gibba;;;;NA;NA;NA;0.081;0.024;0.062;0.033;0.010;0.021;0.025;0.043;0.4;4445;2245;1925;1999;2098;676;1022;1086;15495;4790;386;2553;61;2112;130;7087;2253;233;75;2418;25;771;1161;16;1213;30;52;left
12327;65;2ul10;6;Po3 M13;Po3 M13 95-100 30;95-100;100;100;Corbula gibba;;;;NA;NA;NA;0.087;0.025;0.060;0.032;0.008;0.015;0.012;0.054;0.5;4825;2404;2173;2362;3121;643;1378;1375;18280;5288;459;2794;69;2440;147;9787;2726;238;87;3685;31;754;1622;11;1555;19;83;left
12328;61;2ul10;6;Po3 M13;Po3 M13 105-110 01;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.086;0.026;0.078;0.032;0.016;0.025;0.021;0.066;0.4;2313;1428;1014;962;620;250;284;434;7305;2475;212;1618;41;1093;85;1143;1083;232;34;709;11;283;323;7;473;7;31;right
12329;122;2ul10;6;Po3 M13;Po3 M13 105-110 02;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.104;0.033;0.118;0.042;0.016;0.032;0.034;0.106;0.5;1655;1077;834;857;535;243;240;394;5835;1690;176;1176;39;842;99;841;927;226;39;593;10;266;262;9;402;9;43;right
12330;103;2ul10;6;Po3 M13;Po3 M13 105-110 03;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.099;0.025;0.101;0.043;0.011;0.019;0.022;0.059;0.4;4083;2385;1656;1317;1003;336;470;730;11979;6151;612;3856;95;2492;251;2522;2093;331;89;1643;18;546;763;10;1141;17;68;right
12331;61;2ul10;6;Po3 M13;Po3 M13 105-110 04;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.086;0.025;0.088;0.033;0.014;0.010;0.006;0.047;0.5;2249;1437;1033;1106;629;274;284;473;7484;2456;212;1664;41;1126;99;1201;1270;237;42;735;11;322;335;3;536;2;25;right
12332;20;2ul10;6;Po3 M13;Po3 M13 105-110 05;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.066;0.021;0.064;0.033;0.016;0.026;0.031;0.044;0.5;1900;1237;927;995;568;306;259;430;6623;1996;131;1356;29;975;63;1321;1078;224;36;626;10;334;282;9;461;9;21;right
12333;76;2ul10;6;Po3 M13;Po3 M13 105-110 06;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.091;0.023;0.089;0.038;0.008;0.023;0.023;0.058;0.4;3146;1928;1255;1122;849;318;404;591;9613;3487;319;2280;52;1394;124;1547;1308;242;50;1020;8;376;478;9;676;11;39;right
12334;104;2ul10;6;Po3 M13;Po3 M13 105-110 07;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.099;0.024;0.094;0.035;0.009;0.045;0.047;0.069;0.4;5334;2936;2180;1831;1457;466;642;907;15753;5127;509;3030;71;2105;199;2240;1869;211;66;1525;14;471;648;21;897;31;62;right
12335;46;2ul10;6;Po3 M13;Po3 M13 105-110 08;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.080;0.023;0.067;0.031;0.012;0.018;0.012;0.067;0.5;2189;1398;1023;998;673;308;327;495;7411;2547;203;1717;39;1205;81;1635;1215;251;38;836;10;380;406;7;583;5;39;left
12336;33;2ul10;6;Po3 M13;Po3 M13 105-110 09;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.074;0.020;0.066;0.029;0.008;0.023;0.013;0.044;0.5;3644;2330;1950;2157;1412;751;808;1091;14144;3903;289;2628;53;2105;139;3898;2413;230;69;1612;13;845;918;20;1203;12;53;left
12337;20;2ul10;6;Po3 M13;Po3 M13 105-110 10;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.066;0.024;0.064;0.036;0.010;0.026;0.023;0.045;0.5;1278;850;671;678;456;259;231;356;4779;1732;114;1200;29;911;58;1679;945;289;35;652;7;365;327;10;492;7;22;left
12338;41;2ul10;6;Po3 M13;Po3 M13 105-110 11;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.078;0.028;0.073;0.037;0.015;0.030;0.027;0.036;0.5;578;386;288;333;182;108;95;146;2116;657;51;461;13;329;24;442;393;245;15;220;3;128;114;4;173;3;6;left
12339;;2ul10;6;Po3 M13;Po3 M13 105-110 12;105-110;110;110;Corbula gibba;outlier;High L-Ser/L-Asp, High Serine, concentrations;;NA;NA;NA;0.042;0.017;0.007;0.022;0.010;0.013;0.013;0.014;2.4;2909;5473;6692;2503;1723;1532;1533;2673;25039;3770;160;7270;124;8982;59;7028;3310;270;72;2304;24;2044;2045;26;3563;26;48;left
12340;26;2ul10;6;Po3 M13;Po3 M13 105-110 13;105-110;110;110;Corbula gibba;;;;NA;NA;NA;0.070;0.024;0.076;0.040;0.009;0.016;0.014;0.087;0.3;6582;2527;2002;2274;3122;641;1201;1357;19706;7595;534;3049;73;2297;175;9250;2701;247;108;3821;34;779;1463;12;1542;20;134;left
12341;202;2ul10;6;Po3 M13;Po3 M13 110-115 01;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.120;0.029;0.137;0.050;0.014;0.056;0.029;0.089;0.4;2352;1355;937;840;575;205;245;397;6905;2423;292;1520;44;951;130;1116;922;231;46;655;9;224;275;13;420;8;37;right
12342;58;2ul10;6;Po3 M13;Po3 M13 110-115 02;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.085;0.021;0.071;0.030;0.011;0.038;0.039;0.074;0.4;4474;2612;1865;1612;1127;387;505;785;13366;4870;413;3020;65;2056;146;1844;1848;236;56;1316;15;440;574;17;863;22;64;right
12343;101;2ul10;6;Po3 M13;Po3 M13 110-115 03;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.098;0.024;0.092;0.031;0.014;0.051;0.028;0.075;0.4;4017;2333;1713;1358;1016;339;454;681;11911;4171;410;2599;62;1789;164;1582;1502;228;47;1143;16;367;504;19;723;14;55;right
12344;168;2ul10;6;Po3 M13;Po3 M13 110-115 04;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.113;0.022;0.094;0.037;0.010;0.038;0.039;0.069;0.5;3519;2261;1633;1445;897;355;429;675;11213;11376;1282;7953;178;5366;506;5724;5013;719;183;3195;32;1229;1485;47;2271;57;156;right
12345;85;2ul10;6;Po3 M13;Po3 M13 110-115 05;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.094;0.022;0.084;0.038;0.008;0.023;0.013;0.039;0.4;7077;3751;2946;2433;2313;553;948;1295;21315;7688.5;725.8;4365.6;94.9;3230.8;271.4;4170.6;2786.1;237.8;106.5;2726.6;23.1;642;1112.8;15;1480.9;14.6;58.4;right
12346;140;2ul10;6;Po3 M13;Po3 M13 110-115 06;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.108;0.026;0.095;0.040;0.008;0.034;0.011;0.056;0.4;4982;2603;1940;1812;1613;384;671;828;14832;5593.8;601.5;3155.2;81.2;2203.3;209.4;3690.6;2167.3;248.7;85.7;1989.2;16.1;461.9;825.1;15.6;975;9.4;54.4;right
12347;93;2ul10;6;Po3 M13;Po3 M13 110-115 07;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.096;0.026;0.084;0.039;0.008;0.018;0.012;0.037;0.4;4972;2681;2070;2030;2049;552;866;1014;16232;5688.1;544.5;3275.5;84.7;2392.6;201.9;5421.9;2447.5;250.7;96.5;2548;19.9;679.2;1072.9;12.2;1226.2;12.6;44.9;right
12348;90;2ul10;6;Po3 M13;Po3 M13 110-115 08;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.095;0.027;0.068;0.035;0.010;0.015;0.024;0.081;0.4;5779;2419;2128;1886;3208;626;1399;1427;18872;6382;606;2848;76;2409;164;8917;2203;242;78;3841;38;746;1652;11;1596;39;130;right
12349;86;2ul10;6;Po3 M13;Po3 M13 110-115 09;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.094;0.021;0.071;0.032;0.006;0.027;0.020;0.024;0.5;2245;1333;1106;1069;1051;392;458;559;8212;2527;238;1607;34;1272;90;2663;1276;246;40;1286;8;470;553;13;672;11;16;right
12350;70;2ul10;6;Po3 M13;Po3 M13 110-115 10;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.089;0.021;0.077;0.030;0.009;0.020;0.013;0.069;0.5;6388;3511;2851;2627;2494;739;1118;1483;21211;7076;631;4148;88;3194;246;6298;3077;241;93;2982;27;874;1330;18;1674;18;116;left
12351;91;2ul10;6;Po3 M13;Po3 M13 110-115 11;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.096;0.024;0.081;0.034;0.008;0.009;0.013;0.039;0.4;4551;2360;1856;2013;1845;528;850;927;14930;4885;467.2;2709.7;66;2019;163.5;5111.1;2290.3;235.2;77.1;2152;17.2;614.9;987.3;5.6;1048.9;12.4;41.1;left
12352;94;2ul10;6;Po3 M13;Po3 M13 110-115 12;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.096;0.028;0.066;0.037;0.009;0.019;0.011;0.044;0.4;7219;3635;3056;2987;3823;963;1690;1720;25092;8098;778;4348;121;3527;231;11635;3541;246;131;4660;41;1161;2056;23;2025;22;90;left
12353;100;2ul10;6;Po3 M13;Po3 M13 110-115 13;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.098;0.024;0.096;0.042;0.014;0.028;0.027;0.044;0.5;2153;1330;1013;985;652;292;344;459;7228;2390;233;1582;38;1126;108;1761;1151;244;48;783;11;346;408;10;536;11;24;left
12354;82;2ul10;6;Po3 M13;Po3 M13 110-115 14;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.093;0.029;0.086;0.033;0.019;0.041;0.041;0.046;0.5;1449;885;690;761;485;208;231;310;5019;1588;148;1030;30;762;66;1137;883;240;29;570;11;240;266;10;355;11;16;left
12355;48;2ul10;6;Po3 M13;Po3 M13 110-115 15;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.081;0.023;0.064;0.035;0.010;0.016;0.013;0.060;0.4;6960;3076;2517;2642;3577;719;1486;1548;22525;8483;683;3960;91;3114;201;10901;3363;263;116;4666;45;932;1933;15;1923;25;115;left
12356;114;2ul10;6;Po3 M13;Po3 M13 110-115 16;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.101;0.022;0.083;0.036;0.011;0.019;0.022;0.050;0.5;2848;1689;1327;1300;887;399;498;639;9587;3175;322;2030;44;1505;125;2569;1541;246;56;1078;11;481;599;9;747;13;38;left
12357;46;2ul10;6;Po3 M13;Po3 M13 110-115 17;110-115;115;115;Corbula gibba;;;;NA;NA;NA;0.080;0.021;0.072;0.029;0.012;0.032;0.015;0.087;0.5;2562;1669;1189;1124;749;349;371;599;8611;2898;232;1996;42;1355;98;1724;1333;244;39;904;11;413;446;13;673;7;59;left
12358;82;2ul10;6;Po3 M13;Po3 M13 130-135 01;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.092;0.022;0.078;0.046;0.009;0.026;0.018;0.063;0.4;4329;2454;1869;1765;1103;386;478;760;13143;4862.1;445.6;2943.6;64.5;2126.2;164.8;2039;2067.9;245.2;96;1339.8;12.1;461.4;575.1;11.8;876.7;10.5;55.4;right
12359;64;2ul10;6;Po3 M13;Po3 M13 130-135 02;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.087;0.024;0.082;0.031;0.014;0.032;0.031;0.054;0.4;2554;1540;1084;1023;689;238;299;458;7885;2708;235;1733;41;1154;95;1008;1143;230;36;783;11;266;333;9;500;11;27;right
12360;10;2ul10;6;Po3 M13;Po3 M13 130-135 03;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.057;0.023;0.042;0.031;0.017;0.030;0.026;0.079;0.5;1949;1193;897;926;572;253;263;417;6469;2275;129;1437;34;1061;45;1441;1108;247;34;694;12;303;317;9;476;8;38;right
12361;129;2ul10;6;Po3 M13;Po3 M13 130-135 04;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.105;0.021;0.074;0.035;0.012;0.028;0.019;0.079;0.4;5878;3360;2430;1846;1402;436;630;1000;16982;6485;678;4010;84;2756;205;2471;2173;244;76;1688;21;517;753;14;1129;14;89;right
12362;79;2ul10;6;Po3 M13;Po3 M13 130-135 05;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.092;0.021;0.086;0.036;0.009;0.015;0.021;0.089;0.5;3449;2025;1545;1627;909;368;395;660;10978;3718.1;343.4;2334.4;49.5;1676.2;143.4;1573.2;1849.8;235.5;66.4;1060.8;9.4;426.3;455.6;6.5;713.6;9.4;63.3;right
12363;84;2ul10;6;Po3 M13;Po3 M13 130-135 06;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.093;0.023;0.066;0.038;0.009;0.057;0.022;0.050;0.4;5287;2613;2049;1844;2115;527;913;1017;16364;5732.9;534.7;3028.2;69.7;2279;149.7;5555.8;2106.6;237.1;79.2;2485.5;21.5;591.2;1059.8;33.7;1148.1;22.8;57.3;right
12364;11;2ul10;6;Po3 M13;Po3 M13 130-135 07;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.058;0.023;0.031;0.026;0.008;0.013;0.013;0.056;0.5;4073;2405;2141;2270;1426;722;858;1153;15048;4627.5;267.7;2825.1;65.6;2497.1;76.5;6731.5;2658.4;240.4;69.7;1700.8;13.7;857.2;1017.5;11.1;1312.3;13.6;73.8;right
12365;83;2ul10;6;Po3 M13;Po3 M13 130-135 08;130-135;135;135;Corbula gibba;;;average of replicates;NA;NA;NA;0.093;0.029;0.085;0.039;0.011;0.031;0.019;0.060;0.446;2251.715;1377.205;997.714;920.232;606.647;232.124;294.483;417.438;7097.557;2565.850;239.500;1667.700;48.050;1145.250;97.750;1300.600;1102.300;249.350;43.000;748.200;8.100;280.700;360.350;8.450;490.900;6.700;29.600;left
12366;35;2ul10;6;Po3 M13;Po3 M13 130-135 09;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.075;0.023;0.057;0.033;0.007;0.051;0.017;0.042;0.4;2028;1286;894;897;541;252;261;416;6575;2265;169;1509;34;1015;58;1126;1042;240;35;644;5;288;308;15;480;5;20;left
12367;63;2ul10;6;Po3 M13;Po3 M13 130-135 10;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.087;0.022;0.080;0.028;0.014;0.031;0.026;0.051;0.5;2021;1271;929;891;651;255;312;438;6770;2328;203;1557;34;1078;86;1126;1085;250;31;804;12;310;381;10;523;10;27;left
12368;92;2ul10;6;Po3 M13;Po3 M13 130-135 11;130-135;135;135;Corbula gibba;;;;NA;NA;NA;0.096;0.021;0.064;0.033;0.009;0.022;0.017;0.052;0.5;3937;2391;1933;1828;1195;548;645;880;13357;4099;393;2673;55;2074;133;3133;2020;228;66;1351;13;611;724;14;954;13;50;left
12369;118;2ul10;6;Po3 M13;Po3 M13 135-140 01;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.102;0.023;0.084;0.036;0.009;0.020;0.015;0.042;0.4;4951;2742;2037;1647;1236;365;523;761;14262;5488.4;561.4;3274.6;76.5;2296.3;192.4;2190.9;1942.4;244.4;70;1496.2;14;437.4;630.3;8.7;892.8;9.3;37.7;right
12370;116;2ul10;6;Po3 M13;Po3 M13 135-140 02;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.102;0.027;0.102;0.045;0.014;0.010;0.014;0.067;0.4;2084;1235;826;843;500;170;221;344;6223;2249.8;228.7;1430.9;38.7;891.3;91.2;908.2;959.4;237.9;43.1;586.3;8.5;200.1;259.2;2.1;383.5;3.7;25.6;right
12371;122;2ul10;6;Po3 M13;Po3 M13 135-140 03;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.103;0.025;0.082;0.035;0.022;0.032;0.037;0.088;0.4;3619;2064;1458;1233;879;275;378;592;10498;3969;411;2438;60;1631;133;1461;1442;242;51;1041;23;323;441;10;658;16;58;right
12372;152;2ul10;6;Po3 M13;Po3 M13 135-140 04;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.110;0.029;0.101;0.041;0.006;0.038;0.009;0.110;0.4;1225;717;500;517;309;123;111;202;3703;1319;145;833;25;542;55;578;594;239;25;367;2;141;132;5;217;1;24;right
12373;85;2ul10;6;Po3 M13;Po3 M13 135-140 05;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.094;0.020;0.066;0.027;0.011;0.020;0.026;0.072;0.4;3557;2020;1415;1218;923;306;400;622;10460;3991;376;2431;50;1630;107;1746;1456;246;40;1121;12;369;478;7;712;13;52;right
12374;174;2ul10;6;Po3 M13;Po3 M13 135-140 06;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.115;0.024;0.083;0.034;0.021;0.048;0.034;0.083;0.4;3381;1938;1339;1101;999;314;445;622;10140;3665;423;2288;55;1495;124;1831;1288;242;43;1183;25;363;521;18;694;18;58;right
12375;106;2ul10;6;Po3 M13;Po3 M13 135-140 07;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.100;0.022;0.086;0.041;0.025;0.026;0.013;0.135;0.4;2729;1618;1117;1112;741;290;365;540;8512;2760;277;1762;39;1145;99;1397;1189;223;49;805;20;315;401;8;529;5;72;double
12376;101;2ul10;6;Po3 M13;Po3 M13 135-140 08;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.098;0.021;0.073;0.031;0.013;0.034;0.022;0.074;0.4;4390;2510;1830;1577;1132;395;508;744;13088;5137;503;3159;65;2191;160;2137;1964;257;62;1436;18;491;639;17;890;14;66;right
12377;82;2ul10;6;Po3 M13;Po3 M13 135-140 09;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.093;0.025;0.085;0.041;0.014;0.029;0.018;0.042;0.4;1407;898;614;619;399;193;207;301;4638;1543;143;1049;27;677;58;1164;712;240;30;472;6;224;244;7;346;4;15;left
12378;169;2ul10;6;Po3 M13;Po3 M13 135-140 10;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.114;0.028;0.101;0.040;0.013;0.035;0.026;0.046;0.4;2332;1389;1011;887;817;287;399;492;7615;2466;282;1591;45;1082;109;1784;1005;236;40;950;13;327;458;12;554;12;26;left
12379;81;2ul10;6;Po3 M13;Po3 M13 135-140 11;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.093;0.022;0.069;0.038;0.011;0.025;0.022;0.062;0.5;3101;1836;1390;1322;936;434;527;698;10245;3472;322;2197;49;1590;110;2644;1558;245;60;1133;13;517;632;13;804;14;50;left
12380;69;2ul10;6;Po3 M13;Po3 M13 135-140 12;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.088;0.023;0.077;0.038;0.009;0.015;0.015;0.035;0.5;2562;1630;1306;1381;853;414;463;638;9247;2875.9;252.2;1944.9;45.3;1480.8;113.6;2433.1;1623.6;244.2;62.3;1032.1;9.7;498;557.3;7.7;752.3;8.4;26.6;left
12381;28;2ul10;6;Po3 M13;Po3 M13 135-140 13;135-140;140;140;Corbula gibba;;;;NA;NA;NA;0.071;0.023;0.042;0.035;0.009;0.033;0.017;0.051;0.4;6906;2799;2481;2587;4510;707;1789;1592;23372;8548;609;3630;82;3157;134;17188;3315;265;116;5926;55;908;2333;30;2009;39;103;double
12801;5;2ul10;6;Po3 M13;Po3 M13 8-10 01;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.051;0.023;0.022;0.032;0.015;0.015;0.012;0.037;0.5;6180;3149;3175;3667;4456;962;2473;2518;26579;7623;392;3992;92;4028;90;15280;4610;259;147;5695;84;1229;3169;18;3150;39;116;left
12802;1;2ul10;6;Po3 M13;Po3 M13 8-10 02;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.042;0.018;0.017;0.021;0.010;0.015;0.035;0.144;0.5;3172;2047;1546;1401;909;398;460;744;10677;3461;144;2285;42;1727;29;1445;1559;227;33;1022;11;446;505;7;740;18;106;right
12803;4;2ul10;6;Po3 M13;Po3 M13 8-10 03;8-10;10;12;Corbula gibba;;Glycine off scale;;NA;NA;NA;0.048;0.022;0.012;0.012;0.012;0.031;0.008;0.016;0.6;16561;9110;9338;14318;21941;2257;12461;13864;99850;29169;1411;16462;360;17042;201;108438;26137;369;301;40046;468;4040;22819;127;25205;190;394;left
12804;4;2ul10;6;Po3 M13;Po3 M13 8-10 04;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.049;0.022;0.020;0.026;0.010;0.015;0.021;0.129;0.5;4285;2428;1914;1649;1592;471;723;945;14006;5096;250;2964;64;2341;47;2940;2005;250;52;1966;20;579;883;8;1045;19;134;right
12805;2;2ul10;6;Po3 M13;Po3 M13 8-10 05;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.045;0.017;0.017;0.036;0.013;0.028;0.012;0.053;0.5;4577;2664;2021;1589;1090;392;505;817;13656;5507;248;3293;57;2501;41;2091;1929;252;70;1354;17;480;628;14;977;7;51;right
12806;2;2ul10;6;Po3 M13;Po3 M13 8-10 06;8-10;10;12;Corbula gibba;;;;NA;NA;NA;0.043;0.018;0.019;0.028;0.016;0.013;0.015;0.072;0.5;4281;2591;2162;1926;1231;600;665;976;14432;5202;224;3227;57;2689;52;4168;2374;254;67;1535;25;751;831;10;1154;12;83;left
12807;8;2ul10;6;Po3 M13;Po3 M13 16-18 01;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.055;0.020;0.037;0.048;0.018;0.016;0.013;0.058;0.5;3369;1907;1610;1517;1299;482;606;763;11554;4127;228;2416;48;2007;74;3997;1872;259;90;1649;30;614;773;10;932;10;54;right
12808;4;2ul10;6;Po3 M13;Po3 M13 16-18 02;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.049;0.022;0.016;0.021;0.010;0.019;0.011;0.019;0.5;14696;8394;7555;12090;15766;1766;9998;12842;83107;14590;716;8557;185;7744;125;41237;12331;208;261;16254;166;1805;10302;35;13130;111;245;right
12809;2;2ul10;6;Po3 M13;Po3 M13 16-18 03;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.043;0.021;0.021;0.028;0.012;0.012;0.007;0.025;0.5;7313;3886;3698;3562;5365;1058;2533;2280;29694;7400;319;4017;84;3822;81;11241;3658;211;101;5593;70;1104;2654;13;2349;20;58;right
12810;4;2ul10;6;Po3 M13;Po3 M13 16-18 04;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.049;0.022;0.023;0.033;0.015;0.028;0.019;0.081;0.5;5377;2842;2524;2510;3165;672;1479;1495;20064;6695;325;3630;81;3221;74;8349;3171;261;105;4072;60;853;1895;24;1806;36;146;right
12811;4;2ul10;6;Po3 M13;Po3 M13 16-18 05;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.048;0.022;0.015;0.019;0.014;0.016;0.012;0.038;0.6;11189;5665;6602;6730;8597;2307;4678;4196;49964;13098;631;6800;151;7978;123;39542;8105;245;153;10402;147;2788;5672;43;4962;68;187;left
12812;7;2ul10;6;Po3 M13;Po3 M13 16-18 06;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.054;0.020;0.050;0.037;0.018;0.016;0.011;0.063;0.4;3767;2040;1628;1392;1388;415;642;719;11991;4348;237;2434;49;1887;94;3368;1633;243;61;1659;30;497;772;8;822;8;52;double
12813;3;2ul10;6;Po3 M13;Po3 M13 16-18 07;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.046;0.022;0.032;0.024;0.015;0.023;0.018;0.070;0.5;3814;2289;2058;2279;2752;727;1361;1320;16600;4790;221;2944;64;2619;85;6559;2924;263;70;3562;54;934;1757;22;1620;31;114;double
12814;10;2ul10;6;Po3 M13;Po3 M13 18-20 01;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.057;0.019;0.049;0.028;0.008;0.032;0.019;0.077;0.5;3521;2070;1790;1630;1048;417;446;720;11643;3964.5;226.8;2418.6;46;2031.6;99.9;1558;1888.1;238.1;52.6;1237.4;10.5;481.4;521.5;15.5;795.5;9.8;61.1;right
12815;7;2ul10;6;Po3 M13;Po3 M13 18-20 02;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.053;0.019;0.025;0.021;0.020;0.024;0.019;0.068;0.5;3359;1804;1710;1795;2281;599;1169;1151;13868;4192;224;2327;44;2193;55;6511;2310;263;49;2940;59;769;1509;18;1416;28;96;right
12817;11;2ul10;6;Po3 M13;Po3 M13 18-20 04;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.058;0.022;0.035;0.045;0.016;0.016;0.015;0.085;0.5;2213;1334;986;970;818;269;382;475;7447;2634;154;1644;36;1201;42;1727;1170;252;53;1014;17;334;475;5;551;7;47;right
12818;9;2ul10;6;Po3 M13;Po3 M13 18-20 05;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.056;0.017;0.031;0.030;0.011;0.009;0.010;0.045;0.5;4765;2638;2278;2094;2661;554;1206;1186;17382;5612;313;3224;56;2747;86;6560;2529;249;75;3272;37;682;1484;6;1412;15;63;right
12819;9;2ul10;6;Po3 M13;Po3 M13 18-20 06;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.056;0.025;0.029;0.031;0.010;0.025;0.016;0.059;0.4;3063;1757;1317;1080;749;244;350;508;9069;3633;205;2148;54;1604;46;1215;1314;251;40;930;9;299;431;8;601;7;35;right
12820;3;2ul10;6;Po3 M13;Po3 M13 18-20 07;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.047;0.022;0.025;0.029;0.010;0.043;0.015;0.040;0.5;4629;2504;2263;2395;3541;596;1766;1631;19325;6022;283;3338;72;3006;76;11387;3169;272;93;4775;48;778;2371;34;2135;35;86;right
12821;16;2ul10;6.5;Po3 M13;Po3 M13 18-20 08;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.063;0.021;0.032;0.030;0.030;0.020;0.017;0.076;0.5;3022;1675;1366;1162;872;414;506;696;9714;3315;210;1914;41;1544;50;3336;1316;233;40;988;30;473;580;10;755;10;58;left
12822;7;2ul10;6;Po3 M13;Po3 M13 18-20 09;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.054;0.025;0.018;0.012;0.019;0.025;0.016;0.041;0.8;13062;7209;10386;11979;8409;4943;5018;7683;68688;13881.1;748.2;7880.9;193.1;11423.4;208.9;70110.9;13257.8;224;158.7;9244.8;173.7;5400.8;5531.5;134.8;8269;88.3;335.6;left
12823;7;2ul10;6;Po3 M13;Po3 M13 18-20 10;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.053;0.018;0.032;0.047;0.014;0.027;0.020;0.110;0.4;6256;3420;2598;1892;1519;442;664;998;17790;6251.3;329.6;3533;64.4;2648.6;84.8;1825;1901.8;210.4;89;1576.5;21.8;453;684.7;12.2;945.8;14;104.4;double
12824;8;2ul10;6;Po3 M13;Po3 M13 18-20 11;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.055;0.019;0.030;0.021;0.011;0.038;0.012;0.051;0.5;6026;3394;3174;3332;4398;883;2052;2035;25294;6573.8;359.2;3831.7;72.9;3547;105;10936.2;3754.7;230.1;78.3;5003.4;56.7;978.9;2333.7;36.8;2227.9;27.5;112.8;double
