UAL;Age;Injection;Hydrolysis;Station;specimen_no;depth (cm);max. depth (cm);5 cm group (cm);taxon;Outlier;Contamination;Replicate;ageMedian;ageYng;ageOld;Asp_DL;Glu_DL;DL_Ser;DL_Ala;DL_Val;DL_Phe;DL_Ile;DL_Leu;L-Ser/     L-Asp;[Asp];[Glu];[Ser];[Ala];[Val];[Phe];[Ile];[Leu];[total];L Asp;D Asp;L Glu;D Glu;L Ser;D Ser;Gly;L Ala;L hArg;D Ala;L Val;D Val;L Phe;L Ile;D Phe;L Leu;D aIle;D Leu;Valve
12150r;7;2ul10;6;Po3 M13;Po3 M13 6-8 01;6-8;8;8;Corbula gibba;;high concentrations, ran twice;average of replicates;NA;NA;NA;0.054;0.024;0.032;0.037;0.009;0.025;0.016;0.053;0.395;7803.100;3189.449;3014.828;2942.000;6449.598;779.890;2458.856;1925.992;28563.713;10117.950;551.850;4257.800;103.900;3996.750;126.550;23634.900;3878.100;273.600;143.900;8738.300;82.300;1040.750;3309.600;26.000;2500.200;53.000;133.550;
12240r;26;2ul10;6;Po3 M13;Po3 M13 40-45 25;40-45;45;45;Corbula gibba;;high concentrations, ran twice;average of replicates;NA;NA;NA;0.070;0.021;0.024;0.016;0.012;0.012;0.009;0.015;0.901;22401.996;14637.553;19333.153;23629.775;21250.959;9524.465;11352.096;14788.919;136918.916;29087.600;2038.650;19928.800;414.200;26206.350;631.150;123061.450;32335.900;281.200;525.800;29181.350;337.100;13071.650;15604.650;161.950;20243.100;145.250;303.150;double
12816-r1;3;2ul10;6.5;Po3 M13;Po3 M13 18-20 03;18-20;20;20;Corbula gibba;;;;NA;NA;NA;0.046;0.024;0.015;0.018;0.012;0.030;0.012;0.021;0.5;20265;10739;10658;14183;22968;2206;12840;13274;107132;23548;1084;12753;300;12764;191;74617;16941;243;298;27575;344;2604;15424;78;15809;183;326;right
11593;NA;2ul10;6;Po4 M21;Po4 M21 0-2-01;0-2;2;4;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.048;0.021;0.027;0.025;0.007;0.011;0.008;0.057;0.7;4720;3092;3038;3656;3189;1106;1500;1749;22050;4986;239;3353;70;3275;88;10960;3948;221;99;3505;25;1211;1647;13;1832;14;105;right
11594;5;2ul10;6;Po4 M21;Po4 M21 0-2-02;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.051;0.023;0.034;0.049;0.013;0.032;0.035;0.062;0.6;4542;2811;2470;2129;1813;1016;1008;1218;17007;4908;252;3121;72;2714;92;11824;2307;227;112;2033;26;1119;1106;36;1303;39;81;right
11595;32;2ul10;6;Po4 M21;Po4 M21 0-2-03;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.073;0.022;0.079;0.040;0.008;0.017;0.008;0.042;0.5;1769;1129;840;943;539;237;255;398;6108;1873;136;1255;27;885;70;1179;1029;227;42;608;5;264;287;5;434;2;18;right
11596;4;2ul10;6;Po4 M21;Po4 M21 0-2-04;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.048;0.022;0.020;0.024;0.006;0.013;0.010;0.045;0.5;6703;3690;3250;3972;6364;951;2865;2820;30614;7630;363;4307;94;3800;75;22702;4624;239;113;7542;47;1119;3383;14;3216;34;146;right
11597;NA;2ul10;6;Po4 M21;Po4 M21 0-2-05;0-2;2;4;Corbula gibba;outlier;high L-Ser/L-Asp, high Serine;;NA;NA;NA;0.070;0.023;0.037;0.025;0.009;0.014;0.015;0.054;1.1;6322;4667;6800;7468;4522;2503;2357;3282;37921;6175;432;4769;108;6855;251;25326;7617;209;187;4685;41;2580;2428;36;3253;35;177;left
11598;2;2ul10;6;Po4 M21;Po4 M21 0-2-06;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.043;0.022;0.028;0.029;0.008;0.019;0.020;0.076;0.5;1996;1281;999;950;746;302;405;503;7181;2197;93;1438;32;1116;31;2844;1059;230;31;849;7;340;456;7;536;9;41;left
11599;2;2ul10;6;Po4 M21;Po4 M21 0-2-07;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.044;0.021;0.015;0.021;0.006;0.022;0.009;0.029;0.6;12365;6964;6996;9766;16498;1563;8153;8828;71133;14064;620;8102;168;8183;124;59585;11358;238;240;19468;123;1816;9591;40;10191;91;293;left
11600;26;2ul10;6;Po4 M21;Po4 M21 0-2-08;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.070;0.024;0.085;0.032;0.007;0.020;0.015;0.020;0.5;1096;746;573;697;358;173;164;255;4063;1243;87;883;21;641;55;867;819;243;26;432;3;206;196;4;304;3;6;left
11601;2;2ul10;6;Po4 M21;Po4 M21 0-2-09;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.045;0.021;0.028;0.034;0.004;0.016;0.016;0.056;0.6;1330;866;775;835;532;300;299;396;5333;1525;69;1016;22;903;25;2729;968;240;33;635;2;354;353;6;449;6;25;left
11602;5;2ul10;6;Po4 M21;Po4 M21 0-2-10;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.051;0.025;0.030;0.028;0.002;0.025;0.014;0.127;0.5;944;614;463;498;326;143;169;259;3416;1061;54;708;18;532;16;880;573;236;16;384;1;164;196;4;272;3;34;left
11603;NA;2ul10;6;Po4 M21;Po4 M21 0-2-11;0-2;2;4;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.046;0.018;0.009;0.021;0.014;0.016;0.013;0.039;1.0;12746;8450;11873;14340;7389;6000;5696;7839;74333;20778;953;14152;256;20065;179;111794;23942;341;508;12429;168;10070;9585;160;12861;127;504;double
11604;1;2ul10;6;Po4 M21;Po4 M21 0-2-12;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.042;0.020;0.016;0.019;0.008;0.058;0.035;0.088;0.5;3741;2077;1938;1895;3061;628;1275;1153;15769;4069;170;2307;46;2161;35;12068;2108;227;39;3442;26;673;1396;39;1201;49;105;double
11605;2;2ul10;6;Po4 M21;Po4 M21 0-2-13;0-2;2;4;Corbula gibba;;;;NA;NA;NA;0.044;0.021;0.021;0.024;0.008;0.022;0.010;0.026;0.6;4823;3261;2891;4067;5170;1001;2645;2947;26804;5256;231;3634;75;3220;68;18584;4516;228;110;5836;45;1115;2978;24;3266;30;86;double
11606;2;2ul10;6;Po4 M21;Po4 M21 2-4-01;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.044;0.022;0.029;0.035;0.004;0.015;0.013;0.063;0.5;5813;3203;2591;2194;2549;505;1059;1161;19076;6574;291;3703;80;2975;85;6640;2503;236;88;2998;12;588;1235;9;1290;16;81;right
11607;33;2ul10;6;Po4 M21;Po4 M21 2-4-02;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.074;0.024;0.040;0.028;0.008;0.013;0.012;0.043;0.5;5840;3375;2972;3522;4764;790;2147;2397;25806;6473;480;3924;93;3402;137;16289;4078;238;115;5627;45;928;2526;12;2735;30;119;left
11608;5;2ul10;6;Po4 M21;Po4 M21 2-4-03;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.051;0.022;0.036;0.028;0.008;0.012;0.011;0.046;0.5;1797;1140;968;1029;580;311;351;441;6617;2420;124;1580;35;1323;47;3009;1418;283;39;815;7;434;492;5;597;6;28;left
11609;2;2ul10;6;Po4 M21;Po4 M21 2-4-04;2-4;4;4;Corbula gibba;;;;NA;NA;NA;0.043;0.020;0.029;0.027;0.014;0.018;0.009;0.063;0.5;1751;1144;834;908;489;245;220;389;5980;1873;80;1250;25;904;26;1084;986;223;27;538;7;268;244;5;409;2;26;double
11610;9;2ul10;6;Po4 M21;Po4 M21 4-6-01;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.056;0.021;0.047;0.033;0.008;0.014;0.008;0.037;0.5;6575;3870;3164;3187;4316;1039;1906;1988;26046;7476;417;4552;94;3627;172;14337;3703;240;123;5143;39;1231;2270;17;2302;19;85;right
11611;3;2ul10;6;Po4 M21;Po4 M21 4-6-02;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.046;0.022;0.021;0.024;0.011;0.040;0.010;0.024;0.5;5569;3767;2915;4357;5468;1098;2876;3362;29414;6009;278;4163;90;3224;67;18127;4802;226;117;6109;65;1192;3214;48;3708;33;88;right
11612;3;2ul10;6;Po4 M21;Po4 M21 4-6-03;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.047;0.024;0.017;0.023;0.007;0.020;0.009;0.021;0.6;10202;6111;5717;7557;12712;1293;6362;6678;56632;11166;530;6844;162;6447;107;41953;8469;229;195;14468;107;1454;7226;29;7496;68;160;right
11613;1;2ul10;6;Po4 M21;Po4 M21 4-6-04;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.041;0.020;0.028;0.020;0.006;0.009;0.020;0.127;0.5;1867;1156;872;891;532;279;264;463;6323;2270;94;1434;29;1073;30;1298;1106;253;22;669;4;351;328;3;520;7;66;right
11614;5;2ul10;6;Po4 M21;Po4 M21 4-6-05;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.051;0.022;0.028;0.027;0.007;0.011;0.013;0.056;0.5;5543;2945;2611;2551;2962;705;1255;1309;19880;6232;319;3406;74;3003;84;10545;2936;236;79;3478;23;824;1465;9;1464;19;82;right
11615;12;2ul10;6;Po4 M21;Po4 M21 4-6-06;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.059;0.020;0.039;0.033;0.013;0.020;0.018;0.108;0.5;2778;1729;1394;1984;1139;488;459;704;10675;3012;178;1947;38;1542;60;2495;2206;230;72;1292;17;550;518;11;730;9;79;right
11616;9;2ul10;6;Po4 M21;Po4 M21 4-6-07;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.056;0.026;0.042;0.047;0.024;0.040;0.043;0.054;0.5;1387;975;670;649;423;204;233;316;4856;1533;87;1110;29;752;31;1657;724;234;34;482;12;229;260;9;350;11;19;left
11617;NA;2ul10;6;Po4 M21;Po4 M21 4-6-08;4-6;6;8;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.074;0.023;0.068;0.023;0.007;0.013;0.012;0.074;0.9;2935;2377;2745;3260;1575;836;631;1048;15408;3140;233;2671;61;2954;200;4350;3663;230;83;1796;13;947;716;13;1121;9;83;left
11618;5;2ul10;6;Po4 M21;Po4 M21 4-6-09;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.050;0.024;0.026;0.026;0.015;0.027;0.014;0.059;0.6;2193;1473;1340;1458;1203;491;695;792;9645;2566;129;1769;42;1605;41;5570;1747;246;45;1457;22;588;842;16;919;12;54;left
11619;3;2ul10;6;Po4 M21;Po4 M21 4-6-10;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.046;0.022;0.021;0.024;0.005;0.030;0.016;0.041;0.5;5733;2964;2905;3255;4816;943;2225;1926;24767;5435;252;2876;65;2823;59;16370;3154;198;76;4752;26;908;2172;27;1836;35;75;left
11620;3;2ul10;6;Po4 M21;Po4 M21 4-6-11;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.046;0.021;0.022;0.025;0.008;0.017;0.010;0.043;0.6;8234;4866;4442;5203;9220;1102;3987;3691;40745;9847;450;5962;123;5437;118;35014;6349;250;157;11434;95;1355;4936;23;4426;50;190;double
11621;4;2ul10;6;Po4 M21;Po4 M21 4-6-12;4-6;6;8;Corbula gibba;;;;NA;NA;NA;0.048;0.021;0.019;0.024;0.007;0.076;0.009;0.026;0.5;7106;3923;3532;4538;7083;842;3577;3915;34516;8017;386;4542;97;4096;80;23679;5243;237;123;8321;55;925;4191;71;4511;39;118;double
11622;12;2ul10;6;Po4 M21;Po4 M21 12-14-01;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.059;0.023;0.036;0.030;0.013;0.006;0.015;0.070;0.5;5908;3425;2744;2824;2575;698;1280;1702;21157;6402;377;3842;88;3040;109;6434;3147;230;94;2917;39;796;1447;5;1825;22;128;right
11623;7;2ul10;6;Po4 M21;Po4 M21 12-14-02;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.054;0.022;0.024;0.042;0.008;0.023;0.013;0.097;0.5;6008;3459;2732;2451;2795;814;1376;1589;21225;6644;359;3944;88;3109;75;8118;2743;233;114;3233;25;927;1583;21;1688;21;165;right
11624;4;2ul10;6;Po4 M21;Po4 M21 12-14-03;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.049;0.020;0.029;0.033;0.004;0.064;0.004;0.062;0.4;2285;1357;914;813;516;174;208;364;6631;2823;138;1724;35;1151;33;1124;1019;259;33;666;3;212;268;14;444;1;28;right
11625;1;2ul10;6;Po4 M21;Po4 M21 12-14-04;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.040;0.020;0.021;0.023;0.008;0.018;0.020;0.077;0.5;2079;1415;1053;1052;603;291;270;513;7275;2296;92;1593;32;1184;25;1268;1181;230;27;686;6;328;304;6;547;6;42;right
11626;NA;2ul10;6;Po4 M21;Po4 M21 12-14-05;12-14;14;16;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.050;0.021;0.022;0.020;0.008;0.011;0.008;0.015;0.7;7538;4468;5217;6384;6029;1714;3612;4248;39210;13164;657;8024;168;9362;204;56661;11474;367;232;10965;89;3109;6566;35;7677;56;111;left
11627;NA;2ul10;6;Po4 M21;Po4 M21 12-14-06;12-14;14;16;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.049;0.021;0.021;0.020;0.011;0.016;0.012;0.035;0.8;17860;10796;13188;16465;15300;5982;9120;11579;100290;20482;1004;12724;264;15534;331;99214;19417;241;391;18202;204;7082;10838;114;13453;133;477;double
11628;11;2ul10;6;Po4 M21;Po4 M21 12-14-07;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.058;0.022;0.031;0.038;0.013;0.045;0.054;0.065;0.4;3732;2289;1528;1222;869;338;485;661;11123;3994;230;2535;56;1679;51;2037;1333;226;50;971;13;366;521;16;703;28;46;double
11629;7;2ul10;6;Po4 M21;Po4 M21 12-14-08;12-14;14;16;Corbula gibba;;;;NA;NA;NA;0.054;0.019;0.042;0.041;0.007;0.019;0.016;0.054;0.5;4301;2527;2019;2072;1669;629;801;990;15009;4799;257;2915;56;2278;96;4109;2340;235;97;1948;14;726;926;14;1105;15;59;double
11630;9;2ul10;6;Po4 M21;Po4 M21 14-16-01;14-16;16;20;Corbula gibba;;;;NA;NA;NA;0.056;0.023;0.035;0.027;0.008;0.035;0.036;0.114;0.4;2491;1508;1065;1023;682;276;333;513;7892;2604;145;1627;37;1135;40;1419;1100;221;29;746;6;294;355;10;508;13;58;right
11631;17;2ul10;6;Po4 M21;Po4 M21 14-16-02;14-16;16;20;Corbula gibba;;;;NA;NA;NA;0.064;0.020;0.054;0.034;0.010;0.024;0.013;0.068;0.4;2142;1357;945;935;528;250;273;430;6859;2343;150;1548;32;1043;56;1294;1052;233;36;608;6;284;314;7;468;4;32;right
11632;5;2ul10;6;Po4 M21;Po4 M21 14-16-03;14-16;16;20;Corbula gibba;;;;NA;NA;NA;0.051;0.020;0.030;0.042;0.006;0.014;0.011;0.087;0.4;3841;2246;1688;1410;1038;368;533;711;11835;4233;215;2549;51;1899;56;2277;1568;232;65;1195;7;420;611;6;757;7;66;right
11633;6;2ul10;6;Po4 M21;Po4 M21 14-16-04;14-16;16;20;Corbula gibba;;;;NA;NA;NA;0.052;0.023;0.030;0.032;0.012;0.051;0.074;0.125;0.4;3267;1926;1419;1225;888;336;429;673;10163;3534;184;2142;50;1567;47;1663;1351;228;43;998;12;364;455;19;681;34;85;double
11634;4;2ul10;6;Po4 M21;Po4 M21 14-16-05;14-16;16;20;Corbula gibba;;;;NA;NA;NA;0.049;0.024;0.031;0.028;0.006;0.011;0.011;0.034;0.6;5460;3779;3142;4297;6363;1234;2940;2986;30200;6175;304;4379;104;3615;112;21189;4958;237;140;7503;47;1448;3451;16;3427;37;116;double
11635;7;2ul10;6;Po4 M21;Po4 M21 16-18-01;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.053;0.021;0.028;0.034;0.008;0.024;0.011;0.047;0.5;5695;3346;2563;2625;2846;552;1448;1814;20888;5804;307;3518;72;2674;76;6427;2723;215;93;3030;24;578;1537;14;1859;16;88;right
11636;2;2ul10;6;Po4 M21;Po4 M21 16-18-02;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.044;0.017;0.022;0.026;0.007;0.007;0.011;0.040;0.5;5869;3302;2992;3686;5093;890;2486;2831;27150;6735;297;3888;68;3506;78;14872;4302;240;114;6057;44;1059;2946;8;3262;33;130;right
11637;12;2ul10;6;Po4 M21;Po4 M21 16-18-03;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.059;0.023;0.034;0.048;0.014;0.052;0.029;0.121;0.4;5190;3172;1998;1591;1306;441;616;897;15211;5132;305;3247;75;2025;68;2586;1590;210;77;1350;19;439;627;23;838;18;101;right
11638;4;2ul10;6;Po4 M21;Po4 M21 16-18-04;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.049;0.023;0.015;0.027;0.009;0.013;0.013;0.055;0.6;8895;5134;5399;5146;3757;2481;2656;3245;36714;9973;484;5899;136;6254;93;29486;5893;235;157;4376;41;2879;3083;38;3616;39;199;left
11639;5;2ul10;6;Po4 M21;Po4 M21 16-18-05;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.051;0.022;0.029;0.041;0.006;0.012;0.017;0.078;0.5;5185;2978;2425;2382;1830;719;1029;1334;17882;7934;402;4685;102;3790;108;10679;3677;322;152;2924;17;1142;1628;14;1989;27;156;left
11640;5;2ul10;6;Po4 M21;Po4 M21 16-18-06;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.050;0.019;0.028;0.030;0.007;0.025;0.020;0.052;0.6;3296;2077;1812;2222;2222;630;1007;1225;14491;3649;182;2369;46;2049;58;6292;2508;233;75;2564;19;715;1148;18;1353;23;71;double
11641;17;2ul10;6;Po4 M21;Po4 M21 16-18-07;16-18;18;20;Corbula gibba;;;;NA;NA;NA;0.064;0.025;0.041;0.034;0.006;0.013;0.012;0.090;0.5;3377;2053;1731;1919;1102;600;598;816;12196;3473;221;2191;56;1820;74;2292;2031;219;69;1198;7;648;647;8;819;8;74;double
11642;18;2ul10;6;Po4 M21;Po4 M21 30-35-01;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.064;0.021;0.037;0.041;0.012;0.014;0.013;0.059;0.6;5090;3679;3169;2842;2340;1071;1293;1733;21217;5398;343;4064;86;3446;129;8584;3080;226;126;2608;32;1191;1440;17;1847;19;108;right
11643;15;2ul10;6;Po4 M21;Po4 M21 30-35-02;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.062;0.025;0.041;0.030;0.013;0.014;0.015;0.076;0.5;3853;2347;1880;2674;1874;873;1009;1208;15718;4256;266;2687;67;2120;86;5661;3047;235;91;2170;29;1010;1167;15;1317;17;101;right
11644;58;2ul10;6;Po4 M21;Po4 M21 30-35-03;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.085;0.023;0.048;0.029;0.009;0.016;0.018;0.079;0.5;3057;1931;1619;1922;1014;604;570;817;11534;3949;336;2647;60;2165;105;2804;2618;280;77;1409;13;834;785;13;1062;14;84;right
11645;21;2ul10;6;Po4 M21;Po4 M21 30-35-04;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.067;0.023;0.052;0.040;0.009;0.020;0.015;0.071;0.5;4510;2575;2034;1864;2509;519;1107;1172;16290;4967;333;2957;69;2272;118;6877;2105;235;85;2921;27;598;1281;12;1285;20;92;right
11646;26;2ul10;6;Po4 M21;Po4 M21 30-35-05;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.070;0.027;0.076;0.041;0.012;0.016;0.041;0.096;0.5;3098;1874;1509;1497;1021;476;528;806;10809;3348;235;2110;57;1622;123;2320;1663;231;68;1166;15;542;587;9;851;24;82;right
11647;32;2ul10;6;Po4 M21;Po4 M21 30-35-06;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.073;0.025;0.065;0.051;0.008;0.013;0.014;0.080;0.5;5008;2894;2248;1941;1573;651;824;1131;16269;5241;385;3173;78;2372;154;3263;2075;225;105;1753;15;722;913;9;1177;13;94;right
11648;40;2ul10;6;Po4 M21;Po4 M21 30-35-07;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.077;0.022;0.069;0.045;0.008;0.025;0.023;0.059;0.5;3650;2103;1668;1782;1228;550;616;828;12423;3859;299;2343;52;1776;123;3025;1942;228;88;1387;11;611;686;15;890;16;53;right
11649;25;2ul10;6;Po4 M21;Po4 M21 30-35-08;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.069;0.024;0.046;0.045;0.010;0.017;0.018;0.062;0.5;5427;3325;2550;2384;2637;784;1360;1559;20025;6136;425;3925;96;2948;135;6701;2757;242;125;3158;31;932;1615;16;1775;29;110;right
11650;NA;2ul10;6;Po4 M21;Po4 M21 30-35-09;30-35;35;35;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.063;0.020;0.044;0.020;0.007;0.014;0.010;0.065;1.1;3333;2743;3443;4078;1853;1004;726;1192;18371;3564;225;3058;61;3750;165;4742;4545;227;92;2092;16;1125;818;16;1273;9;82;right
11651;57;2ul10;6;Po4 M21;Po4 M21 30-35-10;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.084;0.025;0.053;0.024;0.011;0.027;0.024;0.062;0.6;3789;2342;2126;2432;1243;679;578;890;14078;4040;338;2639;67;2332;124;3273;2744;231;66;1421;16;764;652;21;969;16;60;right
11652;17;2ul10;6;Po4 M21;Po4 M21 30-35-11;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.063;0.025;0.053;0.030;0.013;0.014;0.018;0.124;0.5;4306;2594;2138;2604;1294;693;599;973;15200;4532;284;2830;72;2270;121;2659;2830;224;84;1428;19;764;658;11;968;12;120;right
11653;8;2ul10;6;Po4 M21;Po4 M21 30-35-12;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.054;0.025;0.049;0.032;0.008;0.041;0.028;0.159;0.5;1666;1072;875;898;559;273;250;425;6017;1821;99;1205;30;961;47;1165;1003;231;32;639;5;302;280;13;422;8;67;right
11654;15;2ul10;6;Po4 M21;Po4 M21 30-35-13;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.062;0.020;0.049;0.038;0.008;0.036;0.022;0.085;0.4;2377;1425;1037;924;604;221;279;433;7300;2556;157;1594;32;1128;55;1173;1015;228;38;684;5;243;312;9;455;7;39;right
11655;11;2ul10;6;Po4 M21;Po4 M21 30-35-14;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.058;0.019;0.042;0.038;0.011;0.037;0.045;0.065;0.4;2839;1693;1201;1070;708;235;307;467;8520;3664;212;2268;44;1573;67;1426;1407;273;54;956;11;310;401;11;599;18;39;right
11656;36;2ul10;6;Po4 M21;Po4 M21 30-35-15;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.075;0.020;0.063;0.032;0.010;0.020;0.005;0.055;0.5;3011;1835;1539;1685;1249;455;524;714;11011;3130;236;2012;40;1617;103;2808;1825;224;59;1383;14;499;583;10;757;3;41;right
11657;18;2ul10;6;Po4 M21;Po4 M21 30-35-16;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.064;0.022;0.061;0.040;0.009;0.060;0.011;0.089;0.5;1972;1236;915;897;534;214;218;396;6383;2172;139;1418;31;1011;62;1144;1012;234;40;621;5;236;253;14;427;3;38;right
11658;16;2ul10;6;Po4 M21;Po4 M21 30-35-17;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.063;0.020;0.041;0.045;0.018;0.038;0.022;0.064;0.4;3072;1799;1256;1067;736;237;339;524;9031;3429;216;2094;41;1430;59;1327;1212;237;54;858;15;271;394;10;585;9;37;right
11659;43;2ul10;6;Po4 M21;Po4 M21 30-35-18;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.078;0.023;0.072;0.044;0.009;0.032;0.021;0.066;0.5;2540;1556;1286;1233;808;356;392;574;8744;2814;218;1816;42;1432;104;1642;1411;239;61;955;9;412;458;13;642;10;42;right
11660;21;2ul10;6;Po4 M21;Po4 M21 30-35-19;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.066;0.020;0.039;0.046;0.011;0.060;0.065;0.107;0.4;4562;2454;1951;1679;1203;378;514;810;13551;4819;316;2707;55;2114;82;2006;1806;225;84;1339;15;402;543;24;823;36;88;right
11661;10;2ul10;6;Po4 M21;Po4 M21 30-35-20;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.057;0.021;0.043;0.031;0.009;0.022;0.035;0.106;0.5;1965;1317;969;926;566;244;252;443;6683;2382;136;1653;35;1190;51;1235;1152;256;36;718;7;306;312;7;514;11;54;right
11662;22;2ul10;6;Po4 M21;Po4 M21 30-35-21;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.067;0.021;0.039;0.040;0.012;0.011;0.012;0.065;0.4;5501;3195;2296;1880;1699;514;763;1042;16890;6195;412;3760;77;2653;105;3350;2171;240;87;2015;25;611;906;7;1175;11;77;right
11663;14;2ul10;6;Po4 M21;Po4 M21 30-35-22;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.061;0.022;0.047;0.037;0.004;0.027;0.016;0.162;0.5;2288;1450;1017;912;614;257;296;502;7337;2494;151;1641;35;1123;53;1272;1017;231;38;707;3;289;337;8;499;5;81;right
11664;5;2ul10;6;Po4 M21;Po4 M21 30-35-23;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.051;0.023;0.035;0.036;0.002;0.014;0.010;0.068;0.4;7366;3437;3012;2843;4990;795;1999;1894;26336;9659;495;4632;105;4011;141;18452;3783;276;136;6862;16;1081;2730;15;2444;27;166;right
11665;22;2ul10;6;Po4 M21;Po4 M21 30-35-24;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.067;0.023;0.067;0.048;0.006;0.030;0.016;0.072;0.4;3881;2288;1668;1480;941;364;446;696;11764;3669;247;2256;53;1577;106;1360;1425;202;68;944;6;356;443;11;655;7;47;right
11666;11;2ul10;6;Po4 M21;Po4 M21 30-35-25;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.058;0.022;0.043;0.039;0.008;0.031;0.044;0.065;0.5;1726;1173;819;880;500;221;223;384;5927;1954;113;1375;30;940;41;1008;1014;240;40;594;5;257;256;8;432;11;28;right
11667;19;2ul10;6;Po4 M21;Po4 M21 30-35-26;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.065;0.023;0.050;0.038;0.007;0.014;0.013;0.047;0.4;5016;2780;2115;1902;2008;650;1060;1211;16741;5213;337;3007;69;2229;111;5799;2029;221;76;2205;17;709;1158;10;1280;15;60;right
11668;NA;2ul10;6;Po4 M21;Po4 M21 30-35-27;30-35;35;35;Corbula gibba;outlier;high L-Ser/L-Asp, high Serine;;NA;NA;NA;0.074;0.026;0.026;0.022;0.012;0.029;0.014;0.039;1.0;16462;11059;15895;18100;11743;9151;8166;10976;101554;16918;1255;11900;310;17096;452;109374;19550;221;433;12811;154;9819;8889;284;11667;127;451;double
11669;20;2ul10;6;Po4 M21;Po4 M21 30-35-28;30-35;35;35;Corbula gibba;;;;NA;NA;NA;0.066;0.023;0.052;0.039;0.010;0.020;0.010;0.098;0.6;2699;1460;1471;1255;1496;380;653;752;10166;2934;193;1653;38;1621;84;4316;1399;232;55;1716;17;431;748;9;794;8;78;double
11670;NA;2ul10;6;Po4 M21;Po4 M21 30-35-29;30-35;35;35;Corbula gibba;outlier;high L-Ser/L-Asp;;NA;NA;NA;0.075;0.024;0.025;0.021;0.013;0.013;0.012;0.035;0.9;23304;14538;19575;23671;17963;9508;12462;14660;135682;24931;1880;16336;390;21974;547;103377;26685;230;548;20395;272;10803;14163;137;16292;175;575;double
